[2026-08-18T18:37:18.400+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-08-18T18:37:18.413+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-08-18T18:37:02.256514+00:00 [queued]>
[2026-08-18T18:37:18.421+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-08-18T18:37:02.256514+00:00 [queued]>
[2026-08-18T18:37:18.423+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2026-08-18T18:37:24.065+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 4MGZXF0TzsQ
[2026-08-18T18:37:24.068+0000] {data_modification.py:83} INFO - Updated row with Video_ID: V0jYfrkNrrE
[2026-08-18T18:37:24.072+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aze9Jsw6-Io
[2026-08-18T18:37:24.075+0000] {data_modification.py:83} INFO - Updated row with Video_ID: hZD4KG7itq0
[2026-08-18T18:37:24.079+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wb1Y3nVQ30U
[2026-08-18T18:37:24.082+0000] {data_modification.py:83} INFO - Updated row with Video_ID: zcU1ZgBikMQ
[2026-08-18T18:37:24.086+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xlfI0hrhAOk
[2026-08-18T18:37:24.089+0000] {data_modification.py:83} INFO - Updated row with Video_ID: w50zliPw6qU
[2026-08-18T18:37:24.093+0000] {data_modification.py:83} INFO - Updated row with Video_ID: fvImHDfXX-o
[2026-08-18T18:37:24.096+0000] {data_modification.py:83} INFO - Updated row with Video_ID: E68aGS1HHjI
[2026-08-18T18:37:24.100+0000] {data_modification.py:83} INFO - Updated row with Video_ID: KDdiQqyeza4
[2026-08-18T18:37:24.103+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xPnbyuAlPOo
[2026-08-18T18:37:24.107+0000] {data_modification.py:83} INFO - Updated row with Video_ID: EPzzl37glaE
[2026-08-18T18:37:24.110+0000] {data_modification.py:83} INFO - Updated row with Video_ID: HVkSGvZi-WY
[2026-08-18T18:37:24.115+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 759CFNJFBHw
[2026-08-18T18:37:24.119+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WwiOhqv6HbY
[2026-08-18T18:37:24.123+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wrU3YU36VIs
[2026-08-18T18:37:24.126+0000] {data_modification.py:83} INFO - Updated row with Video_ID: GzY-rSQ7mXM
[2026-08-18T18:37:24.130+0000] {data_modification.py:83} INFO - Updated row with Video_ID: l0n1pC_kAMg
[2026-08-18T18:37:24.133+0000] {data_modification.py:83} INFO - Updated row with Video_ID: IcVYyF3EEbk
[2026-08-18T18:37:24.137+0000] {data_modification.py:83} INFO - Updated row with Video_ID: CBp5YWlOhWA
[2026-08-18T18:37:24.141+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 31aeI_jStow
[2026-08-18T18:37:24.148+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0B2MddSr_d4
[2026-08-18T18:37:24.154+0000] {data_modification.py:83} INFO - Updated row with Video_ID: TULEk6tSbow
[2026-08-18T18:37:24.158+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mzVr750c59g
[2026-08-18T18:37:24.162+0000] {data_modification.py:83} INFO - Updated row with Video_ID: SJfARPJYf5o
[2026-08-18T18:37:24.166+0000] {data_modification.py:83} INFO - Updated row with Video_ID: J1ZhPDu54NQ
[2026-08-18T18:37:24.170+0000] {data_modification.py:83} INFO - Updated row with Video_ID: now02e4JZvc
[2026-08-18T18:37:24.174+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JepLZh_dMeY
[2026-08-18T18:37:24.178+0000] {data_modification.py:83} INFO - Updated row with Video_ID: EQvsasW4DQk
[2026-08-18T18:37:24.181+0000] {data_modification.py:83} INFO - Updated row with Video_ID: NS_Rp2rfZzw
[2026-08-18T18:37:24.185+0000] {data_modification.py:83} INFO - Updated row with Video_ID: rhrnuT6WWAc
[2026-08-18T18:37:24.190+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 8_1PAFyHQts
[2026-08-18T18:37:24.195+0000] {data_modification.py:83} INFO - Updated row with Video_ID: uPLHmRYlwSk
[2026-08-18T18:37:24.199+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lUr6-SKWi34
[2026-08-18T18:37:24.203+0000] {data_modification.py:83} INFO - Updated row with Video_ID: tXCVotNusIo
[2026-08-18T18:37:24.207+0000] {data_modification.py:83} INFO - Updated row with Video_ID: A4yn0fO5I7I
[2026-08-18T18:37:24.210+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7QfSoW9bhoA
[2026-08-18T18:37:24.214+0000] {data_modification.py:83} INFO - Updated row with Video_ID: VLVS-0RyLCc
[2026-08-18T18:37:24.219+0000] {data_modification.py:83} INFO - Updated row with Video_ID: UE-U8eSo1cE
[2026-08-18T18:37:24.222+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Kk1WPkBJu0Q
[2026-08-18T18:37:24.226+0000] {data_modification.py:83} INFO - Updated row with Video_ID: EAcqjhtCdXc
[2026-08-18T18:37:24.230+0000] {data_modification.py:83} INFO - Updated row with Video_ID: A45cBv5lt78
[2026-08-18T18:37:24.233+0000] {data_modification.py:83} INFO - Updated row with Video_ID: oTjQ7RtCzMk
[2026-08-18T18:37:24.237+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JRE8mNk9z_A
[2026-08-18T18:37:24.241+0000] {data_modification.py:83} INFO - Updated row with Video_ID: QXHqkMuhjMM
[2026-08-18T18:37:24.244+0000] {data_modification.py:83} INFO - Updated row with Video_ID: p61_lIHiqLg
[2026-08-18T18:37:24.248+0000] {data_modification.py:83} INFO - Updated row with Video_ID: tVIPdoGHtHs
[2026-08-18T18:37:24.252+0000] {data_modification.py:83} INFO - Updated row with Video_ID: CiPjXo63aHs
[2026-08-18T18:37:24.255+0000] {data_modification.py:83} INFO - Updated row with Video_ID: QXQEtn7Aq9Y
[2026-08-18T18:37:24.259+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _rG-It86F68
[2026-08-18T18:37:24.263+0000] {data_modification.py:83} INFO - Updated row with Video_ID: qV2UAoVGtGQ
[2026-08-18T18:37:24.267+0000] {data_modification.py:83} INFO - Updated row with Video_ID: uvquD2ly9PA
[2026-08-18T18:37:24.271+0000] {data_modification.py:83} INFO - Updated row with Video_ID: qYM2-s1tgxI
[2026-08-18T18:37:24.274+0000] {data_modification.py:83} INFO - Updated row with Video_ID: g3jaj4pRfa0
[2026-08-18T18:37:24.278+0000] {data_modification.py:83} INFO - Updated row with Video_ID: enF6hmh1WUM
[2026-08-18T18:37:24.282+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Rexkzm0Rt0w
[2026-08-18T18:37:24.285+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Agee-PD6lv8
[2026-08-18T18:37:24.289+0000] {data_modification.py:83} INFO - Updated row with Video_ID: iUfqcpLWkOw
[2026-08-18T18:37:24.293+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Bt1anVVGljw
[2026-08-18T18:37:24.296+0000] {data_modification.py:83} INFO - Updated row with Video_ID: AmEsmyasukk
[2026-08-18T18:37:24.300+0000] {data_modification.py:83} INFO - Updated row with Video_ID: oMi5faaPLaY
[2026-08-18T18:37:24.304+0000] {data_modification.py:83} INFO - Updated row with Video_ID: MC3tMhVWjBQ
[2026-08-18T18:37:24.307+0000] {data_modification.py:83} INFO - Updated row with Video_ID: pouaXB21PN4
[2026-08-18T18:37:24.311+0000] {data_modification.py:83} INFO - Updated row with Video_ID: A8Uj0as16Ek
[2026-08-18T18:37:24.315+0000] {data_modification.py:83} INFO - Updated row with Video_ID: FKqiRUuDNcI
[2026-08-18T18:37:24.318+0000] {data_modification.py:83} INFO - Updated row with Video_ID: bQEh6KF6qDo
[2026-08-18T18:37:24.322+0000] {data_modification.py:83} INFO - Updated row with Video_ID: kqOmz7rCeUQ
[2026-08-18T18:37:24.325+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 4dg5tIELgIQ
[2026-08-18T18:37:24.329+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ZaOb1lxa11k
[2026-08-18T18:37:24.332+0000] {data_modification.py:83} INFO - Updated row with Video_ID: tkq53He5l3I
[2026-08-18T18:37:24.335+0000] {data_modification.py:83} INFO - Updated row with Video_ID: eXATeCmTXow
[2026-08-18T18:37:24.339+0000] {data_modification.py:83} INFO - Updated row with Video_ID: MBEvuz2g90g
[2026-08-18T18:37:24.342+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Ma42RCWeYC4
[2026-08-18T18:37:24.346+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xmOhtSW6zbg
[2026-08-18T18:37:24.350+0000] {data_modification.py:83} INFO - Updated row with Video_ID: joqSgsDFqPU
[2026-08-18T18:37:24.353+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 4VWTy5DgxkQ
[2026-08-18T18:37:24.357+0000] {data_modification.py:83} INFO - Updated row with Video_ID: AemmYF6eKRI
[2026-08-18T18:37:24.360+0000] {data_modification.py:83} INFO - Updated row with Video_ID: tf4OAmRhk38
[2026-08-18T18:37:24.365+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Nr75yJ_nXnQ
[2026-08-18T18:37:24.372+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RIA4RuAz9gE
[2026-08-18T18:37:24.377+0000] {data_modification.py:83} INFO - Updated row with Video_ID: -jpW6NbVD9c
[2026-08-18T18:37:24.380+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vmxpCInDXiY
[2026-08-18T18:37:24.384+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RKoj_ATMags
[2026-08-18T18:37:24.387+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ImLCP-O8q6s
[2026-08-18T18:37:24.390+0000] {data_modification.py:83} INFO - Updated row with Video_ID: bFJ1lJ9z_mk
[2026-08-18T18:37:24.395+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Dn1euPfaNU8
[2026-08-18T18:37:24.399+0000] {data_modification.py:83} INFO - Updated row with Video_ID: VgvFaNkJFY4
[2026-08-18T18:37:24.403+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ttKMoJsocoI
[2026-08-18T18:37:24.407+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JymeJDFatWA
[2026-08-18T18:37:24.411+0000] {data_modification.py:83} INFO - Updated row with Video_ID: fuE_vnFcO-s
[2026-08-18T18:37:24.415+0000] {data_modification.py:83} INFO - Updated row with Video_ID: SfUla62JUzg
[2026-08-18T18:37:24.419+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7zrclXypbgw
[2026-08-18T18:37:24.423+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3HSwBzFMRf4
[2026-08-18T18:37:24.427+0000] {data_modification.py:83} INFO - Updated row with Video_ID: eb-OoBupLnI
[2026-08-18T18:37:24.431+0000] {data_modification.py:83} INFO - Updated row with Video_ID: J_Aza9lWRI8
[2026-08-18T18:37:24.435+0000] {data_modification.py:83} INFO - Updated row with Video_ID: l5JR6vP0kWE
[2026-08-18T18:37:24.439+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _T1Dxxk5QDw
[2026-08-18T18:37:24.443+0000] {data_modification.py:83} INFO - Updated row with Video_ID: x289oQsxu0s
[2026-08-18T18:37:24.447+0000] {data_modification.py:83} INFO - Updated row with Video_ID: gndV_d_Q1SE
[2026-08-18T18:37:24.450+0000] {data_modification.py:83} INFO - Updated row with Video_ID: BBaF8kH_qtI
[2026-08-18T18:37:24.454+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jnd5eSwvKNA
[2026-08-18T18:37:24.458+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 8H6nu67Rt3g
[2026-08-18T18:37:24.462+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Ei5wKpfVFwE
[2026-08-18T18:37:24.465+0000] {data_modification.py:83} INFO - Updated row with Video_ID: cTTf0AdRZgg
[2026-08-18T18:37:24.469+0000] {data_modification.py:83} INFO - Updated row with Video_ID: hrwce8RrPvU
[2026-08-18T18:37:24.473+0000] {data_modification.py:83} INFO - Updated row with Video_ID: h_EbSqu8KI4
[2026-08-18T18:37:24.477+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mPWN1YjoIR4
[2026-08-18T18:37:24.480+0000] {data_modification.py:83} INFO - Updated row with Video_ID: x1Dn-vH3xUk
[2026-08-18T18:37:24.484+0000] {data_modification.py:83} INFO - Updated row with Video_ID: fgtZyDVRydM
[2026-08-18T18:37:24.488+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9shZkA9eHbs
[2026-08-18T18:37:24.491+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JQ2L-X1uHIA
[2026-08-18T18:37:24.495+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xnu2k33WREU
[2026-08-18T18:37:24.498+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ftkacJowya0
[2026-08-18T18:37:24.502+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3HHUG3ULqMU
[2026-08-18T18:37:24.505+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xBb861qwUJw
[2026-08-18T18:37:24.509+0000] {data_modification.py:83} INFO - Updated row with Video_ID: pkoVK28g9G8
[2026-08-18T18:37:24.513+0000] {data_modification.py:83} INFO - Updated row with Video_ID: DNs5dtB19T8
[2026-08-18T18:37:24.516+0000] {data_modification.py:83} INFO - Updated row with Video_ID: c2RH7394ELk
[2026-08-18T18:37:24.521+0000] {data_modification.py:83} INFO - Updated row with Video_ID: fGn715C4N3E
[2026-08-18T18:37:24.524+0000] {data_modification.py:83} INFO - Updated row with Video_ID: TOuKjdfW1fs
[2026-08-18T18:37:24.528+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ejbZMMc3QfY
[2026-08-18T18:37:24.531+0000] {data_modification.py:83} INFO - Updated row with Video_ID: VlLmkcCJvJI
[2026-08-18T18:37:24.535+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lG7RDMtqys8
[2026-08-18T18:37:24.539+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3L-YK9bxkvM
[2026-08-18T18:37:24.543+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3y36CF802UQ
[2026-08-18T18:37:24.547+0000] {data_modification.py:83} INFO - Updated row with Video_ID: q_OWmiA6s5M
[2026-08-18T18:37:24.550+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nI4cOKPJggc
[2026-08-18T18:37:24.554+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2_TeKCgKAhU
[2026-08-18T18:37:24.557+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _1-YXcDFvrY
[2026-08-18T18:37:24.561+0000] {data_modification.py:83} INFO - Updated row with Video_ID: uVt9Z7cc-HM
[2026-08-18T18:37:24.564+0000] {data_modification.py:83} INFO - Updated row with Video_ID: XD0120rHefw
[2026-08-18T18:37:24.568+0000] {data_modification.py:83} INFO - Updated row with Video_ID: P7ixCjnFdoM
[2026-08-18T18:37:24.572+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 67E7TwHJBQg
[2026-08-18T18:37:24.575+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Gojc2laTkXE
[2026-08-18T18:37:24.579+0000] {data_modification.py:83} INFO - Updated row with Video_ID: TI0NPxpf04M
[2026-08-18T18:37:24.583+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9wh8OWt9hFg
[2026-08-18T18:37:24.586+0000] {data_modification.py:83} INFO - Updated row with Video_ID: czPuGesEcYE
[2026-08-18T18:37:24.590+0000] {data_modification.py:83} INFO - Updated row with Video_ID: yDVAnmaF9zI
[2026-08-18T18:37:24.593+0000] {data_modification.py:83} INFO - Updated row with Video_ID: haKbuoiGVyw
[2026-08-18T18:37:24.597+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wPsJsB-5Ts4
[2026-08-18T18:37:24.600+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sa9Pc5S5YS4
[2026-08-18T18:37:24.604+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xPftLsZeKSg
[2026-08-18T18:37:24.608+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2RwsBtJV4SE
[2026-08-18T18:37:24.611+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 6w_Qtt_7-dA
[2026-08-18T18:37:24.615+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JGqjQlHtt3o
[2026-08-18T18:37:24.619+0000] {data_modification.py:83} INFO - Updated row with Video_ID: CVYqJTzgKjA
[2026-08-18T18:37:24.623+0000] {data_modification.py:83} INFO - Updated row with Video_ID: fm5F7sLj1lQ
[2026-08-18T18:37:24.627+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2cPULlGYs4o
[2026-08-18T18:37:24.630+0000] {data_modification.py:83} INFO - Updated row with Video_ID: YN_jEgf4mfA
[2026-08-18T18:37:24.634+0000] {data_modification.py:83} INFO - Updated row with Video_ID: MntIwzr9tdY
[2026-08-18T18:37:24.638+0000] {data_modification.py:83} INFO - Updated row with Video_ID: MqZkn0J4TU0
[2026-08-18T18:37:24.641+0000] {data_modification.py:83} INFO - Updated row with Video_ID: dBgVb4QX1dA
[2026-08-18T18:37:24.645+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7J4cJXWTgyk
[2026-08-18T18:37:24.649+0000] {data_modification.py:83} INFO - Updated row with Video_ID: DGEJ-6w3RwM
[2026-08-18T18:37:24.653+0000] {data_modification.py:83} INFO - Updated row with Video_ID: fgpeopy-Zoc
[2026-08-18T18:37:24.656+0000] {data_modification.py:83} INFO - Updated row with Video_ID: BNzg_64gMTY
[2026-08-18T18:37:24.660+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Q58rjLBuzfg
[2026-08-18T18:37:24.664+0000] {data_modification.py:83} INFO - Updated row with Video_ID: OXHeXvn4dlI
[2026-08-18T18:37:24.667+0000] {data_modification.py:83} INFO - Updated row with Video_ID: dCiKQUQPK7g
[2026-08-18T18:37:24.672+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _buH7F-dupc
[2026-08-18T18:37:24.676+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nMFiimlxMrg
[2026-08-18T18:37:24.680+0000] {data_modification.py:83} INFO - Updated row with Video_ID: REoyEQf96CY
[2026-08-18T18:37:24.684+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Wf4effmhu7o
[2026-08-18T18:37:24.689+0000] {data_modification.py:83} INFO - Updated row with Video_ID: pzKCy5D9q4I
[2026-08-18T18:37:24.693+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9WnEdjOiGRg
[2026-08-18T18:37:24.697+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Auuz2iswkLo
[2026-08-18T18:37:24.701+0000] {data_modification.py:83} INFO - Updated row with Video_ID: A3j7splgeps
[2026-08-18T18:37:24.704+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 6TWITfCWZe8
[2026-08-18T18:37:24.708+0000] {data_modification.py:83} INFO - Updated row with Video_ID: dVuU8TFoRks
[2026-08-18T18:37:24.711+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 1iJszjLAvW8
[2026-08-18T18:37:24.715+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _VGzQ69WWVc
[2026-08-18T18:37:24.718+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 8SoxJPEa7S8
[2026-08-18T18:37:24.722+0000] {data_modification.py:83} INFO - Updated row with Video_ID: W-d9OjIdsKE
[2026-08-18T18:37:24.726+0000] {data_modification.py:83} INFO - Updated row with Video_ID: UnsgpjNn-bg
[2026-08-18T18:37:24.729+0000] {data_modification.py:83} INFO - Updated row with Video_ID: GDDj_RFDHyk
[2026-08-18T18:37:24.733+0000] {data_modification.py:83} INFO - Updated row with Video_ID: a0nvGgLC5F8
[2026-08-18T18:37:24.737+0000] {data_modification.py:83} INFO - Updated row with Video_ID: cVQQvqiHOdA
[2026-08-18T18:37:24.741+0000] {data_modification.py:83} INFO - Updated row with Video_ID: n0XTK-DXIbQ
[2026-08-18T18:37:24.744+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Wo7lxA8sfvY
[2026-08-18T18:37:24.748+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Z6BkqyPvbQY
[2026-08-18T18:37:24.752+0000] {data_modification.py:83} INFO - Updated row with Video_ID: YSv-1whya24
[2026-08-18T18:37:24.755+0000] {data_modification.py:83} INFO - Updated row with Video_ID: yHE9_YfVLtg
[2026-08-18T18:37:24.759+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WUvY2H8KcRw
[2026-08-18T18:37:24.762+0000] {data_modification.py:83} INFO - Updated row with Video_ID: QsoytcbiqQI
[2026-08-18T18:37:24.766+0000] {data_modification.py:83} INFO - Updated row with Video_ID: a_wJqpdnbjk
[2026-08-18T18:37:24.770+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 69NF_4T6Bqk
[2026-08-18T18:37:24.773+0000] {data_modification.py:83} INFO - Updated row with Video_ID: izugGKtCqOE
[2026-08-18T18:37:24.777+0000] {data_modification.py:83} INFO - Updated row with Video_ID: v8ZiCRCjGRM
[2026-08-18T18:37:24.780+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3dFpYgziO_0
[2026-08-18T18:37:24.785+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nyxtW124WR4
[2026-08-18T18:37:24.788+0000] {data_modification.py:83} INFO - Updated row with Video_ID: yjxkMITf_cU
[2026-08-18T18:37:24.792+0000] {data_modification.py:83} INFO - Updated row with Video_ID: CXKEFQV17xI
[2026-08-18T18:37:24.795+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vi3xTTdzvPU
[2026-08-18T18:37:24.799+0000] {data_modification.py:83} INFO - Updated row with Video_ID: za7f59vO5sQ
[2026-08-18T18:37:24.803+0000] {data_modification.py:83} INFO - Updated row with Video_ID: SIAHGesRHa8
[2026-08-18T18:37:24.806+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xLKGl4YzpnY
[2026-08-18T18:37:24.810+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xWiFsMrcziA
[2026-08-18T18:37:24.813+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Uw0zsQ1sDmY
[2026-08-18T18:37:24.817+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 6vm0PEQS6U8
[2026-08-18T18:37:24.821+0000] {data_modification.py:83} INFO - Updated row with Video_ID: bXPNvKlQHxU
[2026-08-18T18:37:24.825+0000] {data_modification.py:83} INFO - Updated row with Video_ID: p8FwtNUYB_g
[2026-08-18T18:37:24.828+0000] {data_modification.py:83} INFO - Updated row with Video_ID: J0hzebq4_Sc
[2026-08-18T18:37:24.832+0000] {data_modification.py:83} INFO - Updated row with Video_ID: bQuNl812VqI
[2026-08-18T18:37:24.835+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wwJiHKP2pqc
[2026-08-18T18:37:24.839+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wP451vIfOUs
[2026-08-18T18:37:24.842+0000] {data_modification.py:83} INFO - Updated row with Video_ID: J0F_5jgpD3k
[2026-08-18T18:37:24.846+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0Vzt3XU89kM
[2026-08-18T18:37:24.849+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Iq0yOm1lQNw
[2026-08-18T18:37:24.854+0000] {data_modification.py:83} INFO - Updated row with Video_ID: FeTRrdIpt3Y
[2026-08-18T18:37:24.865+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 44NHPhSyo9M
[2026-08-18T18:37:24.869+0000] {data_modification.py:83} INFO - Updated row with Video_ID: istaIJhPQBE
[2026-08-18T18:37:24.873+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aPyJeZtol9s
[2026-08-18T18:37:24.876+0000] {data_modification.py:83} INFO - Updated row with Video_ID: YIqtehachHc
[2026-08-18T18:37:24.880+0000] {data_modification.py:83} INFO - Updated row with Video_ID: TuGb_gi7WTA
[2026-08-18T18:37:24.883+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Vojf-725Yp8
[2026-08-18T18:37:24.887+0000] {data_modification.py:83} INFO - Updated row with Video_ID: viYbNIbe3FQ
[2026-08-18T18:37:24.890+0000] {data_modification.py:83} INFO - Updated row with Video_ID: twGPQS3XNsw
[2026-08-18T18:37:24.894+0000] {data_modification.py:83} INFO - Updated row with Video_ID: fccNB-chRQA
[2026-08-18T18:37:24.897+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Qe8Rj9pnmT0
[2026-08-18T18:37:24.901+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 8a2w-yH1zSI
[2026-08-18T18:37:24.904+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JlnvNXvttms
[2026-08-18T18:37:24.908+0000] {data_modification.py:83} INFO - Updated row with Video_ID: D_SidjbHoGo
[2026-08-18T18:37:24.912+0000] {data_modification.py:83} INFO - Updated row with Video_ID: qskb5J36pfg
[2026-08-18T18:37:24.915+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 1s5L3HjuXgA
[2026-08-18T18:37:24.918+0000] {data_modification.py:83} INFO - Updated row with Video_ID: zRdG1g3VPL0
[2026-08-18T18:37:24.925+0000] {data_modification.py:83} INFO - Updated row with Video_ID: SudbvSEaq0g
[2026-08-18T18:37:24.930+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lpL8Jjt4kHk
[2026-08-18T18:37:24.934+0000] {data_modification.py:83} INFO - Updated row with Video_ID: HQsgpz9lFS0
[2026-08-18T18:37:24.938+0000] {data_modification.py:83} INFO - Updated row with Video_ID: KnoflIre5gE
[2026-08-18T18:37:24.942+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nxIlyaYPAdE
[2026-08-18T18:37:24.946+0000] {data_modification.py:83} INFO - Updated row with Video_ID: NEwZHhI2Rj0
[2026-08-18T18:37:24.951+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 4S7Ra3PXXgQ
[2026-08-18T18:37:24.956+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ISctWPEzbdY
[2026-08-18T18:37:24.960+0000] {data_modification.py:83} INFO - Updated row with Video_ID: FDLcUMy9yKw
[2026-08-18T18:37:24.964+0000] {data_modification.py:83} INFO - Updated row with Video_ID: OldGFW9QyqQ
[2026-08-18T18:37:24.968+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ZoJ-yfzO9xk
[2026-08-18T18:37:24.972+0000] {data_modification.py:83} INFO - Updated row with Video_ID: j3Q1Ifq5w6A
[2026-08-18T18:37:24.976+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ntTs0xLtp5s
[2026-08-18T18:37:24.981+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wwBG3rOq5Pc
[2026-08-18T18:37:24.985+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0O1TWkzahmg
[2026-08-18T18:37:24.989+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sf8MF9p_6cA
[2026-08-18T18:37:24.993+0000] {data_modification.py:83} INFO - Updated row with Video_ID: cfvLgrMYWKo
[2026-08-18T18:37:24.997+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9OmZ9qey3Uo
[2026-08-18T18:37:25.000+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2x74tCGdy70
